site,name,prov,type,lon,lat,alt,I,moveTimes,tag,period_date_begin,period_date_end,date_begin,date_end,n_all,n_period
50136,漠河,黑龙江,基准站,122.36666666666666,53.46666666666667,296.0,3,5,3,1974-07-01,1996-12-31,1957-04-01,2018-12-31,22555,8220
50137,北极村,黑龙江,一般站,122.36666666666666,53.46666666666667,296.0,6,2,1,2002-01-01,2017-08-31,2002-01-01,2018-12-31,6209,5722
50246,塔河,黑龙江,基本站,124.71666666666667,52.35,361.9,11,4,4,1995-01-01,2018-12-31,1960-12-01,2018-12-31,21215,8766
50247,呼中,黑龙江,基本站,123.56666666666666,52.03333333333333,514.5,14,3,3,1995-01-01,2018-12-31,1974-01-01,2018-12-31,16436,8766
50349,新林,黑龙江,基本站,124.33333333333333,51.7,494.6,16,3,2,1981-06-01,2010-12-31,1972-01-01,2018-12-31,17167,10806
50353,呼玛,黑龙江,基本站,126.65,51.71666666666667,177.4,18,2,1,1954-01-01,2012-12-31,1954-01-01,2018-12-31,23741,21550
50425,额尔古纳市,内蒙古,基本站,120.18333333333334,50.25,581.4,22,3,3,1982-04-01,2018-12-31,1957-01-01,2018-12-31,22645,13424
50431,根河市,内蒙古,一般站,121.51666666666667,50.78333333333333,979.9,25,3,2,1982-04-01,2004-12-31,1956-12-01,2018-12-31,22676,8311
50434,图里河,内蒙古,基准站,121.68333333333334,50.483333333333334,732.6,30,3,3,1982-04-01,2018-12-31,1957-01-01,2018-12-31,22645,13424
50442,加格达奇,黑龙江,基准站,124.11666666666666,50.4,371.7,31,1,1,1966-07-01,2018-12-31,1966-07-01,2018-12-31,19177,19177
50445,鄂伦春自治旗,内蒙古,一般站,123.73333333333333,50.583333333333336,423.7,33,2,2,1964-01-01,2018-12-31,1960-01-01,2018-12-31,21550,20089
50468,爱辉,黑龙江,基本站,127.45,50.25,166.4,35,3,2,1981-11-01,2017-05-31,1959-01-01,2018-12-31,21915,12996
50514,满洲里,内蒙古,基准站,117.43333333333334,49.56666666666667,661.7,39,4,3,1984-05-01,2009-12-31,1956-12-01,2018-12-31,22676,9376
50524,陈巴尔虎旗,内蒙古,一般站,119.43333333333334,49.31666666666667,576.6,42,2,2,1964-01-01,2018-12-31,1959-01-01,2018-12-31,21915,20089
50525,鄂温克族自治旗,内蒙古,一般站,119.75,49.15,620.8,46,4,4,1985-06-01,2018-12-31,1959-01-01,2018-12-31,21915,12267
50526,牙克石市,内蒙古,一般站,120.7,49.28333333333333,668.8,50,4,4,1982-01-01,2018-12-31,1957-01-01,2018-12-31,22645,13514
50527,海拉尔,内蒙古,基准站,119.75,49.21666666666667,610.2,55,5,4,1984-03-01,2010-12-31,1951-01-01,2018-12-31,24837,9802
50548,小二沟,内蒙古,基本站,123.71666666666667,49.2,286.1,59,3,3,1988-03-01,2018-12-31,1957-01-01,2018-12-31,22645,11263
50557,嫩江,黑龙江,基本站,125.23333333333333,49.166666666666664,242.2,61,3,2,1972-07-01,2017-09-30,1951-01-01,2018-12-31,24837,16528
50564,孙吴,黑龙江,基准站,127.35,49.43333333333333,234.5,64,4,2,1959-06-01,2017-08-31,1954-01-01,2018-12-31,23741,21277
50566,逊克,黑龙江,一般站,128.46666666666667,49.583333333333336,111.9,70,7,3,1981-10-01,2000-09-30,1959-09-01,2018-12-31,21672,6940
50603,新巴尔虎右旗,内蒙古,基本站,116.81666666666666,48.666666666666664,554.2,76,3,2,1964-01-01,2014-12-31,1957-10-01,2018-12-31,22372,18628
50618,新巴尔虎左旗,内蒙古,基本站,118.26666666666667,48.21666666666667,642.0,78,1,1,1958-11-01,2018-12-31,1958-11-01,2018-12-31,21976,21976
50632,博克图,内蒙古,基准站,121.91666666666667,48.766666666666666,739.7,81,2,2,1984-02-01,2018-12-31,1951-01-01,2018-12-31,24837,12753
50639,扎兰屯,内蒙古,基本站,122.73333333333333,48.0,306.5,84,3,3,1958-10-01,2018-12-31,1952-02-01,2018-12-31,24441,22007
50645,莫力达瓦达斡尔族自治旗,内蒙古,一般站,124.48333333333333,48.46666666666667,192.0,86,3,2,1974-07-01,2003-12-31,1958-12-01,2018-12-31,21946,10776
50646,讷河,黑龙江,一般站,124.85,48.483333333333334,202.8,89,3,2,1966-01-01,2017-08-31,1961-01-01,2018-12-31,21184,18871
50647,阿荣旗,内蒙古,一般站,123.48333333333333,48.11666666666667,218.2,91,3,1,1956-12-01,2000-10-31,1956-12-01,2018-12-31,22676,16041
50655,五大连池,黑龙江,一般站,126.18333333333334,48.5,271.8,95,3,2,1977-09-01,2007-12-31,1966-08-01,2018-12-31,19146,11079
50656,北安,黑龙江,基本站,126.51666666666667,48.28333333333333,269.7,98,5,2,1963-10-01,2011-12-31,1958-09-01,2018-12-31,22037,17624
50658,克山,黑龙江,基本站,125.88333333333334,48.05,236.9,103,5,2,1956-01-01,1988-12-31,1951-01-01,2018-12-31,24837,12054
50659,克东,黑龙江,一般站,126.25,48.03333333333333,294.0,109,5,3,1966-01-01,2006-10-31,1959-01-01,2018-12-31,21915,14914
50673,嘉荫,黑龙江,一般站,130.4,48.88333333333333,90.4,115,6,4,1975-08-01,2017-10-31,1958-10-01,2018-12-31,22007,15433
50674,乌伊岭,黑龙江,基准站,129.43333333333334,48.56666666666667,404.5,118,1,1,1974-01-01,2018-12-31,1974-01-01,2018-12-31,16436,16436
50727,阿尔山,内蒙古,基本站,119.95,47.166666666666664,1026.5,121,6,3,1964-01-01,1982-06-30,1952-06-01,2018-12-31,24320,6756
50739,龙江,黑龙江,基本站,123.18333333333334,47.333333333333336,190.0,126,3,2,1968-01-01,2014-12-31,1958-01-01,2018-12-31,22280,17167
50741,甘南,黑龙江,一般站,123.5,47.93333333333333,185.2,128,1,1,1954-11-01,2018-12-31,1954-11-01,2018-12-31,23437,23437
50742,富裕,黑龙江,基准站,124.48333333333333,47.8,162.7,135,6,6,1993-11-01,2018-12-31,1956-10-01,2018-12-31,22737,9192
50745,齐齐哈尔,黑龙江,基本站,123.91666666666667,47.38333333333333,145.9,138,5,3,1964-01-01,2001-12-31,1951-01-01,2018-12-31,24837,13880
50749,林甸,黑龙江,一般站,124.83333333333333,47.18333333333333,154.0,144,5,4,1966-01-01,1999-01-31,1956-12-01,2018-12-31,22676,12084
50750,依安,黑龙江,一般站,125.3,47.9,218.4,153,9,8,1990-05-01,2006-10-31,1956-12-01,2018-12-31,22676,6028
50755,拜泉,黑龙江,一般站,126.1,47.6,230.7,157,4,3,1974-06-01,2014-06-30,1956-12-01,2018-12-31,22676,14640
50756,海伦,黑龙江,基准站,126.96666666666667,47.43333333333333,239.2,161,5,3,1980-01-01,2010-08-31,1952-07-01,2018-12-31,24290,11201
50758,明水,黑龙江,基本站,125.9,47.166666666666664,249.2,166,7,2,1956-01-01,2000-12-31,1953-01-01,2018-12-31,24106,16437
50767,绥棱,黑龙江,一般站,127.1,47.233333333333334,202.7,172,1,1,1961-01-01,2018-12-31,1961-01-01,2018-12-31,21184,21184
50772,五营,黑龙江,一般站,129.25,48.11666666666667,296.5,176,6,4,1971-01-01,2003-12-31,1957-10-01,2018-12-31,22372,12053
50774,伊春,黑龙江,基本站,128.9,47.71666666666667,231.3,181,5,3,1962-05-01,1988-12-31,1955-10-01,2018-12-31,23103,9742
50775,鹤岗,黑龙江,一般站,130.33333333333334,47.36666666666667,227.9,184,3,1,1955-11-01,2003-12-31,1955-11-01,2018-12-31,23072,17593
50776,萝北,黑龙江,一般站,130.83333333333334,47.56666666666667,83.3,189,3,3,1982-07-01,2018-12-31,1956-12-01,2018-12-31,22676,13333
50778,同江,黑龙江,基准站,132.5,47.65,53.6,190,3,1,1967-01-01,1997-06-30,1967-01-01,2018-12-31,18993,11139
50779,抚远,黑龙江,一般站,134.28333333333333,48.36666666666667,66.6,194,4,2,1983-10-01,2002-12-31,1968-01-01,2018-12-31,18628,7032
50787,绥滨,黑龙江,一般站,131.85,47.28333333333333,61.8,199,4,3,1970-03-01,2013-12-31,1956-12-01,2018-12-31,22676,16012
50788,富锦,黑龙江,基本站,131.98333333333332,47.233333333333334,64.2,204,5,3,1969-10-01,1998-12-31,1952-08-01,2018-12-31,24259,10684
50832,胡尔勒,内蒙古,一般站,122.08333333333333,46.71666666666667,332.6,208,2,2,1964-01-01,2018-12-31,1961-01-01,2018-12-31,21184,20089
50833,扎赉特旗,内蒙古,一般站,122.9,46.71666666666667,187.8,209,1,1,1958-12-01,2018-12-31,1958-12-01,2018-12-31,21946,21946
50834,索伦,内蒙古,基准站,121.21666666666667,46.6,499.7,215,6,6,1991-01-01,2018-12-31,1957-12-01,2018-12-31,22311,10227
50838,乌兰浩特,内蒙古,基本站,122.05,46.083333333333336,274.7,218,3,3,1964-01-01,2018-12-31,1951-01-01,2018-12-31,24837,20089
50842,杜蒙,黑龙江,一般站,124.43333333333334,46.86666666666667,151.0,222,4,3,1981-07-01,2003-04-30,1959-01-01,2018-12-31,21915,7974
50844,泰来,黑龙江,基本站,123.41666666666667,46.4,149.5,226,4,3,1981-04-01,2009-12-31,1958-01-01,2018-12-31,22280,10502
50850,大庆,黑龙江,一般站,125.13333333333334,46.56666666666667,147.2,228,1,1,2005-01-01,2018-12-31,2005-01-01,2018-12-31,5113,5113
50851,青冈,黑龙江,一般站,126.1,46.68333333333333,204.8,232,5,4,1975-01-01,2007-05-31,1956-12-01,2018-12-31,22676,11839
50852,望奎,黑龙江,一般站,126.48333333333333,46.86666666666667,169.1,236,4,3,1973-01-01,2010-07-31,1956-12-01,2018-12-31,22676,13726
50853,北林,黑龙江,基本站,126.96666666666667,46.61666666666667,179.6,240,3,3,1957-11-01,2018-12-31,1952-07-01,2018-12-31,24290,22341
50854,安达,黑龙江,基本站,125.31666666666666,46.38333333333333,149.3,243,2,2,1972-01-01,2018-12-31,1952-07-01,2018-12-31,24290,17167
50858,肇东,黑龙江,一般站,125.96666666666667,46.06666666666667,147.2,246,7,3,1963-01-01,2003-12-31,1959-01-01,2018-12-31,21915,14975
50859,兰西,黑龙江,一般站,126.26666666666667,46.25,162.8,253,6,3,1963-06-01,1993-09-30,1956-11-01,2018-12-31,22706,11080
50861,庆安,黑龙江,一般站,127.48333333333333,46.88333333333333,184.8,260,7,4,1981-04-01,2013-12-31,1956-12-01,2018-12-31,22676,11963
50862,铁力,黑龙江,基本站,128.01666666666668,46.983333333333334,210.5,265,3,2,1964-01-01,2011-12-31,1957-12-01,2018-12-31,22311,17532
50867,巴彦,黑龙江,一般站,127.35,46.083333333333336,134.1,269,3,3,1979-10-01,2018-12-31,1960-01-01,2018-12-31,21550,14337
50871,汤原,黑龙江,一般站,129.88333333333333,46.733333333333334,95.1,272,3,3,1975-01-01,2018-12-31,1958-11-01,2018-12-31,21976,16071
50873,佳木斯,黑龙江,基准站,130.28333333333333,46.81666666666667,81.2,275,4,3,1955-10-01,2006-12-31,1951-01-01,2018-12-31,24837,18720
50877,依兰,黑龙江,基本站,129.58333333333334,46.3,100.1,277,1,1,1959-01-01,2018-12-31,1959-01-01,2018-12-31,21915,21915
50878,桦川,黑龙江,一般站,130.71666666666667,47.016666666666666,78.4,278,2,1,1967-01-01,1996-12-31,1967-01-01,2018-12-31,18993,10958
50879,桦南,黑龙江,一般站,130.51666666666668,46.2,182.4,283,7,4,1961-01-01,2003-06-30,1955-10-01,2018-12-31,23103,15521
50880,集贤,黑龙江,一般站,131.13333333333333,46.71666666666667,105.4,288,3,2,1962-05-01,1992-07-31,1959-01-01,2018-12-31,21915,11050
50884,双鸭山,黑龙江,一般站,131.15,46.63333333333333,175.3,292,5,2,1961-01-01,2017-08-31,1955-10-01,2018-12-31,23103,20697
50888,宝清,黑龙江,基本站,132.18333333333334,46.31666666666667,83.0,297,3,2,1978-10-01,2014-12-31,1956-11-01,2018-12-31,22706,13241
50892,饶河,黑龙江,一般站,134.0,46.8,54.4,301,3,3,1974-07-01,2018-12-31,1961-06-01,2018-12-31,21033,16255
50913,乌拉盖,内蒙古,一般站,118.8,45.71666666666667,865.6,304,5,3,1987-01-01,2002-05-31,1959-04-01,2018-12-31,21825,5630
50915,东乌珠穆沁,内蒙古,基本站,116.96666666666667,45.516666666666666,838.7,310,5,4,1975-06-01,2003-07-31,1955-11-01,2018-12-31,23072,10288
50924,霍林郭勒,内蒙古,一般站,119.66666666666667,45.53333333333333,823.7,312,2,1,2006-01-01,2014-12-31,2006-01-01,2018-12-31,4748,3287
50928,巴雅尔吐胡硕,内蒙古,一般站,120.33333333333333,45.06666666666667,628.3,314,1,1,1960-01-01,2018-12-31,1960-01-01,2018-12-31,21550,21550
50934,突泉,内蒙古,一般站,121.55,45.4,305.3,316,4,2,1964-01-01,1989-12-31,1958-12-01,2018-12-31,21946,9497
50936,白城,吉林,基准站,122.83333333333333,45.63333333333333,155.4,322,6,4,1966-01-01,1990-12-31,1951-01-01,2018-12-31,24837,9131
50937,科尔沁右翼中旗,内蒙古,一般站,121.46666666666667,45.05,249.9,326,2,1,1979-05-01,2013-12-31,1963-09-01,2018-12-31,20211,12664
50939,洮南,吉林,一般站,122.81666666666666,45.333333333333336,150.8,329,3,2,1964-07-01,2017-12-31,1959-08-01,2018-12-31,21703,19542
50940,镇赉,吉林,一般站,123.16666666666667,45.85,140.9,332,3,2,1981-01-01,2004-01-31,1960-01-01,2018-12-31,21550,8431
50945,大安,吉林,基本站,124.26666666666667,45.5,137.4,334,4,1,1959-01-01,2004-07-31,1959-01-01,2018-12-31,21915,16649
50946,松原,吉林,一般站,124.83333333333333,45.18333333333333,139.7,338,2,1,1959-01-01,2003-08-31,1959-01-01,2018-12-31,21915,16314
50948,乾安,吉林,基本站,124.01666666666667,45.0,146.3,342,3,3,1959-09-01,2018-12-31,1957-01-01,2018-12-31,22645,21672
50949,前郭,吉林,基本站,124.83333333333333,45.11666666666667,134.7,345,5,3,1959-12-01,1999-12-31,1952-10-01,2018-12-31,24198,14641
50950,肇州,黑龙江,基准站,125.25,45.7,148.7,348,1,1,1961-01-01,2018-12-31,1961-01-01,2018-12-31,21184,21184
50953,哈尔滨,黑龙江,基本站,126.76666666666667,45.75,142.3,352,5,4,1981-01-01,2012-12-31,1951-01-01,2018-12-31,24837,11688
50954,肇源,黑龙江,一般站,125.08333333333333,45.5,127.5,355,2,2,1964-01-01,2018-12-31,1959-01-01,2018-12-31,21915,20089
50955,双城,黑龙江,基本站,126.3,45.38333333333333,166.4,359,4,3,1971-09-01,2013-12-31,1956-12-01,2018-12-31,22676,15463
50956,呼兰,黑龙江,一般站,126.6,46.0,123.2,365,10,5,1979-01-01,2002-08-31,1955-01-01,2018-12-31,23376,8644
50958,阿城,黑龙江,一般站,126.95,45.516666666666666,174.3,374,5,4,1965-01-01,2010-12-31,1959-05-01,2018-12-31,21795,16801
50960,宾县,黑龙江,一般站,127.45,45.78333333333333,192.2,377,3,2,1964-01-01,2011-12-31,1958-01-01,2018-12-31,22280,17532
50962,木兰,黑龙江,一般站,128.03333333333333,45.95,112.1,382,4,3,1971-09-01,2017-08-31,1956-12-01,2018-12-31,22676,16802
50963,通河,黑龙江,基本站,128.73333333333332,45.96666666666667,108.6,384,1,1,1952-08-01,2018-12-31,1952-08-01,2018-12-31,24259,24259
50964,方正,黑龙江,一般站,128.8,45.833333333333336,119.0,385,2,1,1962-01-01,1999-07-31,1962-01-01,2018-12-31,20819,13726
50965,延寿,黑龙江,一般站,128.31666666666666,45.45,154.8,387,5,1,1958-11-01,1983-12-31,1958-11-01,2018-12-31,21976,9192
50968,尚志,黑龙江,基准站,127.96666666666667,45.21666666666667,189.7,394,3,3,1972-01-01,2018-12-31,1952-08-01,2018-12-31,24259,17167
50971,七台河,黑龙江,一般站,131.01666666666668,45.766666666666666,223.5,396,6,2,2004-09-01,2017-05-31,2003-01-01,2018-12-31,5844,4656
50973,勃利,黑龙江,基本站,130.58333333333334,45.75,220.5,404,5,4,1984-12-01,2007-12-31,1958-10-01,2018-12-31,22007,8431
50978,鸡西,黑龙江,基本站,130.95,45.28333333333333,233.1,409,9,4,1957-09-01,1980-09-30,1951-01-01,2018-12-31,24837,8431
50979,林口,黑龙江,一般站,130.23333333333332,45.266666666666666,274.7,419,6,5,1983-05-01,2017-07-31,1960-07-01,2018-12-31,21368,12511
50983,虎林,黑龙江,基本站,132.96666666666667,45.766666666666666,100.2,422,3,2,1964-01-01,2018-11-30,1956-12-01,2018-12-31,22676,20058
50985,密山,黑龙江,一般站,131.86666666666667,45.55,151.7,427,4,4,1981-11-01,2018-12-31,1959-04-01,2018-12-31,21825,13575
50987,鸡东,黑龙江,一般站,131.13333333333333,45.25,176.0,429,3,2,1977-06-01,2011-12-31,1966-08-01,2018-12-31,19146,12632
51053,哈巴河,新疆,基本站,86.4,48.05,532.6,436,6,6,1981-11-01,2018-12-31,1957-11-01,2018-12-31,22341,13575
51058,阿克达拉,新疆,一般站,86.61666666666666,47.1,1225.2,438,4,2,1966-11-01,1998-12-31,1961-01-01,2018-12-31,21184,11749
51059,吉木乃,新疆,基本站,85.86666666666666,47.43333333333333,984.1,443,4,3,1979-01-01,2015-12-31,1960-08-01,2018-12-31,21337,13514
51060,布尔津,新疆,基本站,86.86666666666666,47.7,473.9,446,2,2,1963-08-01,2018-12-31,1959-12-01,2018-12-31,21581,20242
51068,福海,新疆,基本站,87.46666666666667,47.11666666666667,500.9,450,5,4,1981-07-01,2014-12-31,1957-11-01,2018-12-31,22341,12237
51076,阿勒泰,新疆,基准站,88.08333333333333,47.733333333333334,735.3,453,2,2,1975-11-01,2018-12-31,1954-01-01,2018-12-31,23741,15767
51087,富蕴,新疆,基本站,89.51666666666667,46.983333333333334,807.5,456,5,3,1979-01-01,2016-12-31,1955-10-01,2018-12-31,23103,13880
51133,塔城,新疆,基准站,83.0,46.733333333333334,534.9,462,4,4,1987-11-01,2018-12-31,1953-06-01,2018-12-31,23955,11384
51137,裕民,新疆,一般站,82.93333333333334,46.2,715.4,464,5,2,1965-04-01,2000-12-31,1960-01-01,2018-12-31,21550,13059
51145,额敏,新疆,一般站,83.65,46.55,521.6,469,2,2,1962-01-01,2018-12-31,1959-09-01,2018-12-31,21672,20819
51156,和布克赛尔,新疆,基准站,85.71666666666667,46.78333333333333,1291.6,471,3,2,1955-11-01,2014-12-31,1953-07-01,2018-12-31,23925,21611
51186,青河,新疆,基准站,90.38333333333334,46.666666666666664,1218.2,474,2,2,1960-01-01,2018-12-31,1957-10-01,2018-12-31,22372,21550
51232,阿拉山口,新疆,基本站,82.58333333333333,45.18333333333333,284.8,479,8,5,1977-04-01,2001-06-30,1956-07-01,2018-12-31,22829,8857
51238,博乐,新疆,基本站,82.06666666666666,44.9,531.9,484,3,2,1960-07-01,2013-12-31,1957-11-01,2018-12-31,22341,19542
51241,托里,新疆,基本站,83.6,45.93333333333333,1077.8,489,5,4,1980-01-01,2014-12-31,1956-10-01,2018-12-31,22737,12784
51243,克拉玛依,新疆,基本站,84.85,45.61666666666667,449.5,495,6,5,1993-01-01,2014-12-31,1956-12-01,2018-12-31,22676,8035
51288,北塔山,新疆,基准站,90.53333333333333,45.36666666666667,1653.7,500,4,4,1981-12-01,2018-12-31,1957-10-01,2018-12-31,22372,13545
51328,霍尔果斯,新疆,一般站,80.41666666666667,44.2,770.9,506,7,6,1991-01-01,2015-12-31,1959-10-01,2018-12-31,21642,9131
51329,霍城,新疆,一般站,80.85,44.05,640.0,509,2,2,1965-04-01,2018-12-31,1959-12-01,2018-12-31,21581,19633
51330,温泉,新疆,基本站,81.01666666666667,44.96666666666667,1354.6,513,5,4,1981-01-01,2003-07-31,1957-12-01,2018-12-31,22311,8247
51334,精河,新疆,基本站,82.9,44.61666666666667,320.1,518,6,4,1962-01-01,2006-02-28,1953-01-01,2018-12-31,24106,16130
51346,乌苏,新疆,基准站,84.66666666666667,44.43333333333333,478.7,525,5,5,1962-01-01,2018-12-31,1953-03-01,2018-12-31,24047,20819
51352,炮台,新疆,一般站,85.25,44.85,337.1,528,3,3,1978-06-01,2018-12-31,1954-09-01,2018-12-31,23498,14824
51353,莫索湾,新疆,一般站,86.1,45.016666666666666,346.0,531,3,3,1972-11-01,2018-12-31,1958-12-01,2018-12-31,21946,16862
51356,石河子,新疆,一般站,86.05,44.31666666666667,442.9,536,5,5,1962-01-01,2018-12-31,1952-09-01,2018-12-31,24228,20819
51357,沙湾,新疆,一般站,85.61666666666666,44.333333333333336,522.2,540,4,4,1988-01-01,2018-12-31,1960-01-01,2018-12-31,21550,11323
51358,乌兰乌苏,新疆,基准站,85.81666666666666,44.28333333333333,468.2,542,3,2,1965-04-01,2005-09-30,1963-10-01,2018-12-31,20181,14793
51359,玛纳斯,新疆,一般站,86.2,44.31666666666667,471.4,545,2,2,1962-01-01,2018-12-31,1961-01-01,2018-12-31,21184,20819
51365,蔡家湖,新疆,基本站,87.53333333333333,44.2,440.5,549,4,4,1967-01-01,2018-12-31,1958-10-01,2018-12-31,22007,18993
51367,呼图壁,新疆,基本站,86.81666666666666,44.13333333333333,522.1,551,3,2,1962-01-01,2013-12-31,1960-10-01,2018-12-31,21276,18993
51368,昌吉,新疆,一般站,87.43333333333334,44.016666666666666,577.5,558,7,6,1984-11-01,2008-12-31,1953-03-01,2018-12-31,24047,8827
51369,米泉,新疆,一般站,87.65,43.96666666666667,600.3,563,4,4,1977-06-01,2018-12-31,1961-04-01,2018-12-31,21094,15189
51377,阜康,新疆,一般站,87.91666666666667,44.166666666666664,547.0,566,3,3,1979-01-01,2018-12-31,1962-06-01,2018-12-31,20668,14610
51378,吉木萨尔,新疆,一般站,89.16666666666667,44.016666666666666,734.9,567,2,1,1961-01-01,2014-12-31,1961-01-01,2018-12-31,21184,19723
51379,奇台,新疆,基准站,89.56666666666666,44.016666666666666,793.5,575,6,6,1986-01-01,2018-12-31,1951-04-01,2018-12-31,24747,12053
51430,察布查尔,新疆,一般站,81.15,43.833333333333336,602.6,578,3,3,1986-01-01,2018-12-31,1959-10-01,2018-12-31,21642,12053
51431,伊宁,新疆,基准站,81.33333333333333,43.95,662.5,582,4,4,1962-01-01,2018-12-31,1951-08-01,2018-12-31,24625,20819
51433,尼勒克,新疆,基本站,82.56666666666666,43.8,1105.2,584,3,2,1965-06-01,2005-10-31,1958-12-01,2018-12-31,21946,14763
51434,伊宁县,新疆,一般站,81.53333333333333,43.96666666666667,770.0,587,2,2,1965-04-01,2018-12-31,1960-01-01,2018-12-31,21550,19633
51435,巩留,新疆,一般站,82.23333333333333,43.46666666666667,774.9,590,3,3,1965-04-01,2018-12-31,1960-01-01,2018-12-31,21550,19633
51436,新源,新疆,一般站,83.3,43.45,928.2,592,2,2,1965-04-01,2018-12-31,1955-09-01,2018-12-31,23133,19633
51437,昭苏,新疆,基准站,81.13333333333334,43.15,1851.0,597,5,5,1983-11-01,2018-12-31,1954-03-01,2018-12-31,23682,12845
51438,特克斯,新疆,一般站,81.76666666666667,43.18333333333333,1210.4,600,3,3,1968-09-01,2018-12-31,1959-12-01,2018-12-31,21581,18384
51463,乌鲁木齐,新疆,基本站,87.61666666666666,43.78333333333333,917.9,608,9,8,1980-06-01,1999-12-31,1951-01-01,2018-12-31,24837,7153
51465,小渠子,新疆,一般站,87.1,43.56666666666667,2160.0,610,3,1,1956-05-01,1987-12-31,1956-05-01,2018-12-31,22890,11567
51467,巴仑台,新疆,基本站,86.33333333333333,42.666666666666664,1752.5,617,8,5,1973-08-01,1994-11-30,1957-11-01,2018-12-31,22341,7792
51468,天山大西沟,新疆,一般站,86.83333333333333,43.1,3539.0,622,2,2,1963-12-01,2018-12-31,1958-06-01,2018-12-31,22129,20120
51469,乌鲁木齐牧试站,新疆,基本站,87.11666666666666,43.28333333333333,2350.4,623,2,1,1978-01-01,2002-12-31,1978-01-01,2018-12-31,14975,9131
51470,天池,新疆,基准站,88.11666666666666,43.88333333333333,1942.5,626,2,2,1966-10-01,2018-12-31,1958-07-01,2018-12-31,22099,19085
51477,达坂城,新疆,基本站,88.31666666666666,43.35,1103.5,630,4,4,1960-01-01,2018-12-31,1956-04-01,2018-12-31,22920,21550
51482,木垒,新疆,一般站,90.28333333333333,43.833333333333336,1271.5,633,3,3,1984-10-01,2018-12-31,1958-10-01,2018-12-31,22007,12510
51495,十三间房,新疆,基准站,91.63333333333334,43.483333333333334,873.2,637,6,4,1962-07-01,1998-12-31,1952-07-01,2018-12-31,24290,13333
51526,库米什,新疆,基本站,88.21666666666667,42.233333333333334,922.4,641,2,2,1962-01-01,2018-12-31,1958-11-01,2018-12-31,21976,20819
51542,巴音布鲁克,新疆,基本站,84.15,43.03333333333333,2458.0,644,3,3,1966-05-01,2018-12-31,1957-11-01,2018-12-31,22341,19238
51559,和静,新疆,一般站,86.4,42.31666666666667,1100.9,647,5,2,1966-04-01,1999-06-30,1960-02-01,2018-12-31,21519,12144
51567,焉耆,新疆,基准站,86.56666666666666,42.083333333333336,1055.8,653,5,3,1962-01-01,1992-06-30,1951-05-01,2018-12-31,24717,11139
51568,和硕,新疆,一般站,86.8,42.25,1085.4,657,3,2,1961-09-01,2017-12-31,1960-01-01,2018-12-31,21550,20576
51571,托克逊,新疆,一般站,88.63333333333334,42.8,1.0,661,4,3,1962-01-01,2015-12-31,1958-06-01,2018-12-31,22129,19723
51572,吐鲁番东坎,新疆,一般站,89.25,42.833333333333336,-48.7,667,5,5,1981-04-01,2018-12-31,1957-03-01,2018-12-31,22586,13789
51573,吐鲁番,新疆,基本站,89.2,42.93333333333333,34.5,673,7,6,1962-01-01,2015-12-31,1951-07-01,2018-12-31,24656,19723
51581,鄯善,新疆,基本站,90.23333333333333,42.85,398.6,680,6,6,1985-10-01,2018-12-31,1955-09-01,2018-12-31,23133,12145
51627,乌什,新疆,一般站,79.23333333333333,41.21666666666667,1395.8,685,5,5,1982-07-01,2018-12-31,1959-08-01,2018-12-31,21703,13333
51628,阿克苏,新疆,基准站,80.23333333333333,41.166666666666664,1103.8,686,2,1,1953-06-01,2015-12-31,1953-06-01,2018-12-31,23955,22859
51629,温宿,新疆,一般站,80.23333333333333,41.266666666666666,1132.0,688,3,1,1966-02-01,2003-12-31,1966-02-01,2018-12-31,19327,13848
51633,拜城,新疆,基本站,81.9,41.78333333333333,1229.2,693,3,3,1962-11-01,2018-12-31,1958-10-01,2018-12-31,22007,20515
51636,新和,新疆,一般站,82.61666666666666,41.53333333333333,1013.7,700,8,7,1982-11-01,2010-12-31,1959-06-01,2018-12-31,21764,10288
51639,沙雅,新疆,基本站,82.78333333333333,41.233333333333334,980.4,703,2,2,1965-04-01,2018-12-31,1959-08-01,2018-12-31,21703,19633
51642,轮台,新疆,基准站,84.25,41.78333333333333,976.1,706,6,3,1967-11-01,2010-12-31,1958-10-01,2018-12-31,22007,15767
51644,库车,新疆,基本站,82.95,41.71666666666667,1099.0,713,6,4,1965-01-01,1992-12-31,1951-01-01,2018-12-31,24837,10227
51655,尉犁,新疆,基本站,86.26666666666667,41.35,884.9,719,4,4,1978-01-01,2018-12-31,1959-07-01,2018-12-31,21734,14975
51656,库尔勒,新疆,基本站,86.13333333333334,41.75,931.5,722,4,3,1962-01-01,2015-12-31,1958-07-01,2018-12-31,22099,19723
51701,吐尔尕特,新疆,基本站,75.4,40.516666666666666,3504.4,727,4,4,1983-11-01,2018-12-31,1958-10-01,2018-12-31,22007,12845
51704,阿图什,新疆,基本站,76.16666666666667,39.71666666666667,1297.9,730,4,3,1962-01-01,2005-07-31,1959-05-01,2018-12-31,21795,15918
51705,乌恰,新疆,基本站,75.25,39.71666666666667,2175.7,736,5,5,1989-01-01,2018-12-31,1955-11-01,2018-12-31,23072,10957
51707,伽师,新疆,一般站,76.73333333333333,39.5,1208.6,740,5,4,1966-05-01,2015-12-31,1961-01-01,2018-12-31,21184,18142
