site,name,prov,type,lon,lat,alt,I,moveTimes,tag,period_date_begin,period_date_end,date_begin,date_end,n_all,n_period
56565,盐源,四川,基本站,101.51666666666667,27.433333333333334,2545.0,5214,5,4,1979-02-01,2016-12-31,1956-12-01,2018-12-31,22676,13849
56567,宁蒗,云南,一般站,100.85,27.3,2240.5,5218,8,3,1981-01-01,2014-12-31,1958-11-01,2018-12-31,21976,12418
56569,德昌,四川,一般站,102.18333333333334,27.416666666666668,1380.0,5227,4,4,1979-02-01,2018-12-31,1957-01-01,2018-12-31,22645,14579
56571,西昌,四川,基本站,102.26666666666667,27.9,1590.9,5230,3,3,1982-04-01,2018-12-31,1951-01-01,2018-12-31,24837,13424
56575,普格,四川,一般站,102.55,27.366666666666667,1428.0,5233,4,3,1979-01-01,2016-12-31,1957-01-01,2018-12-31,22645,13880
56578,宁南,四川,一般站,102.75,27.066666666666666,993.6,5237,3,3,1983-07-01,2018-12-31,1959-02-01,2018-12-31,21884,12968
56580,布拖,四川,一般站,102.8,27.716666666666665,2460.0,5239,2,2,1979-01-01,2018-12-31,1959-01-01,2018-12-31,21915,14610
56582,大关,云南,一般站,103.9,27.75,1176.2,5245,6,6,1989-01-01,2018-12-31,1958-11-01,2018-12-31,21976,10957
56584,金阳,四川,一般站,103.25,27.7,1452.0,5247,3,2,1979-01-01,2006-12-31,1959-01-01,2018-12-31,21915,10227
56585,鲁甸,云南,一般站,103.53333333333333,27.183333333333334,1916.0,5251,9,3,1984-01-01,2014-12-31,1958-10-01,2018-12-31,22007,11323
56586,昭通,云南,基本站,103.71666666666667,27.35,1949.5,5261,4,4,1981-06-01,2018-12-31,1951-01-01,2018-12-31,24837,13728
56592,高县,四川,一般站,104.51666666666667,28.433333333333334,359.7,5263,3,2,1979-07-01,2017-12-31,1959-01-01,2018-12-31,21915,14064
56593,长宁,四川,一般站,104.91666666666667,28.583333333333332,276.1,5267,4,3,1972-01-01,2002-06-30,1959-01-01,2018-12-31,21915,11139
56594,彝良,云南,一般站,104.05,27.633333333333333,880.4,5272,5,4,1982-04-01,2016-12-31,1958-10-01,2018-12-31,22007,12694
56595,镇雄,云南,一般站,104.85,27.416666666666668,1666.7,5275,5,2,1965-07-01,1982-04-30,1956-12-01,2018-12-31,22676,6148
56596,威信,云南,一般站,105.05,27.85,1177.2,5284,8,6,1994-02-01,2017-01-31,1958-10-01,2018-12-31,22007,8401
56598,赫章,贵州,一般站,104.73333333333333,27.133333333333333,1535.1,5290,4,4,1986-12-01,2018-12-31,1958-12-01,2018-12-31,21946,11719
56641,福贡,云南,一般站,98.86666666666666,26.9,1189.7,5296,6,6,1988-05-01,2018-12-31,1958-12-01,2018-12-31,21946,11202
56643,六库,云南,基本站,98.85,25.866666666666667,910.0,5298,3,2,1984-01-01,2005-01-31,1977-01-01,2018-12-31,15340,7702
56645,兰坪,云南,一般站,99.41666666666667,26.416666666666668,2344.9,5305,7,6,1984-01-01,2017-12-31,1956-11-01,2018-12-31,22706,12419
56646,剑川,云南,一般站,99.91666666666667,26.533333333333335,2191.1,5310,5,4,1978-04-01,2003-06-30,1956-11-01,2018-12-31,22706,9222
56649,洱源,云南,一般站,99.96666666666667,26.116666666666667,2069.0,5316,8,5,1978-04-01,1998-10-31,1956-12-01,2018-12-31,22676,7519
56651,丽江,云南,基准站,100.43333333333334,26.866666666666667,2393.2,5325,9,6,1964-07-01,1981-01-31,1951-01-01,2018-12-31,24837,6059
56652,永胜,云南,一般站,100.75,26.683333333333334,2130.0,5329,2,1,1957-01-01,2002-11-30,1957-01-01,2018-12-31,22645,16770
56654,鹤庆,云南,一般站,100.18333333333334,26.583333333333332,2197.2,5335,6,5,1978-04-01,2005-04-30,1958-11-01,2018-12-31,21976,9892
56664,华坪,云南,基本站,101.26666666666667,26.633333333333333,1244.8,5338,3,2,1966-01-01,2005-04-30,1956-12-01,2018-12-31,22676,14365
56665,盐边,四川,一般站,101.85,26.683333333333334,1140.3,5344,5,5,1998-01-01,2018-12-31,1958-01-01,2018-12-31,22280,7670
56666,攀枝花,四川,基本站,101.71666666666667,26.583333333333332,1190.1,5345,4,1,1988-01-01,2012-12-31,1988-01-01,2018-12-31,11323,9132
56669,永仁,云南,一般站,101.66666666666667,26.05,1531.3,5353,6,5,1984-12-01,2016-12-31,1957-12-01,2018-12-31,22311,11719
56670,米易,四川,一般站,102.11666666666666,26.9,1103.9,5358,7,4,1983-01-01,2011-12-31,1955-12-01,2018-12-31,23042,10592
56671,会理,四川,基准站,102.25,26.65,1787.1,5368,8,7,1979-02-01,2002-06-30,1952-06-01,2018-12-31,24320,8551
56673,巧家,云南,一般站,102.91666666666667,26.916666666666668,840.7,5371,3,2,1981-11-01,2004-12-31,1958-11-01,2018-12-31,21976,8462
56674,仁和,四川,一般站,101.73333333333333,26.5,1108.0,5373,4,1,1971-01-01,2016-08-31,1971-01-01,2018-12-31,17532,16680
56675,会东,四川,一般站,102.58333333333333,26.65,1694.5,5380,4,4,1965-01-01,2018-12-31,1959-03-01,2018-12-31,21856,19723
56684,会泽,云南,基本站,103.28333333333333,26.416666666666668,2109.5,5386,7,5,1964-07-01,2001-03-31,1952-10-01,2018-12-31,24198,13423
56688,东川,云南,一般站,103.16666666666667,26.1,1254.1,5392,5,4,1964-07-01,2017-12-31,1954-07-01,2018-12-31,23560,19542
56691,威宁,贵州,基准站,104.28333333333333,26.866666666666667,2237.5,5397,4,4,1972-05-01,2018-12-31,1951-01-01,2018-12-31,24837,17046
56693,水城,贵州,基本站,104.86666666666666,26.583333333333332,1814.8,5400,4,3,1981-10-01,2008-05-31,1956-11-01,2018-12-31,22706,9740
56697,宣威,云南,一般站,104.08333333333333,26.216666666666665,1983.5,5403,4,2,1964-07-01,1988-12-31,1957-12-01,2018-12-31,22311,8950
56739,腾冲,云南,基准站,98.5,25.016666666666666,1654.6,5412,8,7,1987-01-01,2013-12-31,1951-01-01,2018-12-31,24837,9862
56741,泸水,云南,,98.81666666666666,25.983333333333334,1792.0,5416,4,3,1964-07-01,1983-12-31,1957-01-01,2003-03-31,16891,7123
56742,云龙,云南,一般站,99.36666666666666,25.9,1658.5,5427,11,10,2003-06-01,2015-12-31,1958-01-01,2018-12-31,22280,4597
56745,漾濞,云南,一般站,99.95,25.683333333333334,1626.1,5432,4,4,1980-01-01,2018-12-31,1959-01-01,2018-12-31,21915,14245
56746,永平,云南,一般站,99.51666666666667,25.466666666666665,1616.4,5436,6,4,1978-04-01,2002-04-30,1958-09-01,2018-12-31,22037,8796
56748,保山,云南,基本站,99.16666666666667,25.116666666666667,1653.5,5444,7,6,1978-02-01,2001-06-30,1951-01-01,2018-12-31,24837,8551
56751,大理,云南,基准站,100.18333333333334,25.7,1990.5,5449,5,4,1978-04-01,2016-12-31,1951-01-01,2018-12-31,24837,14155
56752,宾川,云南,一般站,100.56666666666666,25.833333333333332,1438.4,5454,6,4,1978-04-01,2001-03-31,1954-07-01,2018-12-31,23560,8401
56755,弥渡,云南,一般站,100.48333333333333,25.35,1659.6,5459,5,3,1978-04-01,2002-03-31,1958-12-01,2018-12-31,21946,8766
56756,祥云,云南,一般站,100.58333333333333,25.483333333333334,2002.9,5465,6,4,1978-04-01,2003-04-30,1958-09-01,2018-12-31,22037,9161
56757,巍山,云南,一般站,100.28333333333333,25.266666666666666,1741.1,5471,5,4,1980-03-01,2007-12-31,1956-10-01,2018-12-31,22737,10167
56761,大姚,云南,一般站,101.31666666666666,25.716666666666665,1878.1,5473,1,1,1958-11-01,2018-12-31,1958-11-01,2018-12-31,21976,21976
56763,元谋,云南,基本站,101.86666666666666,25.733333333333334,1118.4,5476,5,3,1958-01-01,1981-09-30,1955-11-01,2018-12-31,23072,8674
56764,姚安,云南,一般站,101.23333333333333,25.533333333333335,1873.0,5483,6,5,1984-01-01,2003-07-31,1957-12-01,2018-12-31,22311,7152
56766,牟定,云南,一般站,101.51666666666667,25.333333333333332,1768.5,5487,5,3,1965-08-01,2002-08-31,1958-12-01,2018-12-31,21946,13545
56767,南华,云南,一般站,101.28333333333333,25.183333333333334,1858.5,5492,8,3,1963-01-01,1980-04-30,1958-10-01,2018-12-31,22007,6330
56768,楚雄,云南,基本站,101.53333333333333,25.016666666666666,1772.0,5499,3,2,1958-02-01,2002-12-31,1952-09-01,2018-12-31,24228,16405
56772,富民,云南,一般站,102.5,25.233333333333334,1692.2,5502,3,2,1965-07-01,2003-12-31,1959-01-01,2018-12-31,21915,14063
56774,武定,云南,一般站,102.41666666666667,25.533333333333335,1710.2,5507,9,4,1983-03-01,2005-02-28,1956-11-01,2018-12-31,22706,8036
56775,禄劝,云南,一般站,102.43333333333334,25.583333333333332,1669.4,5517,6,5,1978-08-01,2003-12-31,1958-10-01,2018-12-31,22007,9284
56777,禄丰,云南,一般站,102.06666666666666,25.15,1565.5,5520,5,2,1959-12-01,1981-08-31,1956-12-01,2018-12-31,22676,7945
56778,昆明,云南,基准站,102.68333333333334,25.016666666666666,1891.4,5529,9,6,1964-10-01,1998-05-31,1951-01-01,2018-12-31,24837,12296
56781,寻甸,云南,一般站,103.26666666666667,25.483333333333334,1869.0,5533,6,1,1959-01-01,1980-12-31,1959-01-01,2018-12-31,21915,8036
56782,马龙,云南,一般站,103.55,25.416666666666668,2036.8,5540,4,2,1965-09-01,2001-12-31,1959-01-01,2018-12-31,21915,13271
56783,曲靖,云南,一般站,103.8,25.5,1906.2,5544,2,2,1980-01-01,2018-12-31,1974-01-01,2018-12-31,16436,14245
56785,嵩明,云南,一般站,103.03333333333333,25.333333333333332,1919.7,5548,5,4,1974-09-01,2012-12-31,1955-01-01,2018-12-31,23376,14002
56786,沾益,云南,基本站,103.83333333333333,25.583333333333332,1898.7,5552,5,3,1954-03-01,2017-06-30,1951-01-01,2018-12-31,24837,23133
56788,陆良,云南,一般站,103.66666666666667,25.033333333333335,1840.5,5560,8,6,1981-11-01,2008-03-31,1956-04-01,2018-12-31,22920,9648
56790,富源,云南,一般站,104.25,25.666666666666668,1898.9,5564,5,2,1964-06-01,1983-12-31,1958-10-01,2018-12-31,22007,7153
56792,普安,贵州,基本站,104.96666666666667,25.783333333333335,1649.4,5572,5,5,1979-08-01,2018-12-31,1961-01-01,2018-12-31,21184,14398
56793,盘县,贵州,基本站,104.61666666666666,25.783333333333335,1515.2,5578,7,6,1984-01-01,2002-12-31,1951-01-01,2018-12-31,24837,6940
56835,陇川,云南,一般站,97.95,24.366666666666667,966.7,5584,7,5,1979-01-01,1998-12-31,1958-01-01,2018-12-31,22280,7305
56836,盈江,云南,一般站,97.95,24.7,826.7,5592,6,6,1979-01-01,2018-12-31,1954-01-01,2018-12-31,23741,14610
56838,瑞丽,云南,基本站,97.85,24.016666666666666,776.6,5596,5,4,1990-01-01,2009-12-31,1957-01-01,2018-12-31,22645,7305
56839,镇康,云南,一般站,98.96666666666667,24.066666666666666,1008.4,5599,3,2,1964-06-01,2005-12-31,1961-01-01,2018-12-31,21184,15189
56840,粱河,云南,一般站,98.3,24.816666666666666,1012.9,5604,4,4,1979-01-01,2018-12-31,1957-02-01,2018-12-31,22614,14610
56841,龙陵,云南,一般站,98.66666666666667,24.6,1527.1,5607,8,3,1965-07-01,1978-02-28,1958-11-01,2018-12-31,21976,4626
56842,施甸,云南,一般站,99.18333333333334,24.733333333333334,1468.2,5615,4,3,1978-03-01,2001-12-31,1964-01-01,2018-12-31,20089,8707
56843,昌宁,云南,一般站,99.61666666666666,24.833333333333332,1659.3,5620,6,4,1978-06-01,1995-10-31,1958-10-01,2018-12-31,22007,6362
56844,芒市,云南,一般站,98.58333333333333,24.433333333333334,913.8,5626,4,4,1979-01-01,2018-12-31,1954-05-01,2018-12-31,23621,14610
56846,凤庆,云南,一般站,99.9,24.6,1587.8,5628,3,2,1963-09-01,2003-12-31,1958-11-01,2018-12-31,21976,14732
56849,永德,云南,一般站,99.23333333333333,24.033333333333335,1606.2,5631,2,2,1960-03-01,2018-12-31,1957-01-01,2018-12-31,22645,21490
56851,南涧,云南,一般站,100.53333333333333,25.05,1403.8,5637,9,6,1984-04-01,2008-12-31,1961-11-01,2018-12-31,20880,9041
56854,云县,云南,一般站,100.13333333333334,24.45,1108.6,5642,2,2,1965-09-01,2018-12-31,1956-12-01,2018-12-31,22676,19480
56856,景东,云南,基本站,100.86666666666666,24.466666666666665,1162.3,5645,4,3,1984-01-01,2018-01-31,1955-12-01,2018-12-31,23042,12450
56862,双柏,云南,一般站,101.6,24.683333333333334,1968.1,5652,6,6,1979-01-01,2018-12-31,1958-10-01,2018-12-31,22007,14610
56863,安宁,云南,一般站,102.48333333333333,24.933333333333334,1848.0,5654,3,2,1964-07-01,2015-12-31,1959-05-01,2018-12-31,21795,18811
56867,镇沅,云南,一般站,101.11666666666666,23.883333333333333,1247.5,5658,6,3,1964-07-01,1983-12-31,1958-11-01,2018-12-31,21976,7123
56869,新平,云南,一般站,101.96666666666667,24.066666666666666,1497.2,5665,5,4,1974-01-01,2006-10-31,1957-01-01,2018-12-31,22645,11992
56870,易门,云南,一般站,102.16666666666667,24.666666666666668,1575.4,5668,4,2,1963-11-01,2002-10-31,1956-05-01,2018-12-31,22890,14245
56871,晋宁,云南,一般站,102.61666666666666,24.683333333333334,1891.4,5673,5,2,1970-01-01,1998-12-31,1956-05-01,2018-12-31,22890,10592
56872,太华山,云南,基准站,102.61666666666666,24.95,2358.3,5678,2,2,1956-08-01,2018-12-31,1953-03-01,2018-12-31,24047,22798
56873,澄江,云南,一般站,102.9,24.666666666666668,1746.2,5681,5,3,1980-07-01,2002-09-30,1958-09-01,2018-12-31,22037,8127
56875,玉溪,云南,基本站,102.55,24.35,1636.5,5687,6,4,1962-08-01,1982-04-30,1951-01-01,2018-12-31,24837,7213
56876,江川,云南,一般站,102.76666666666667,24.283333333333335,1730.7,5694,5,4,1980-06-01,2002-07-31,1958-09-01,2018-12-31,22037,8096
56878,通海,云南,一般站,102.75,24.116666666666667,1806.0,5698,5,3,1980-07-01,2002-08-31,1958-10-01,2018-12-31,22007,8097
56879,华宁,云南,一般站,102.91666666666667,24.2,1608.4,5703,4,3,1975-12-01,2011-12-31,1958-10-01,2018-12-31,22007,13180
56880,宜良,云南,一般站,103.16666666666667,24.916666666666668,1532.1,5706,4,2,1964-05-01,2002-07-31,1958-11-01,2018-12-31,21976,13971
56881,石林,云南,一般站,103.26666666666667,24.733333333333334,1679.8,5711,4,3,1976-05-01,2010-12-31,1959-01-01,2018-12-31,21915,12663
56882,呈贡,云南,一般站,102.8,24.883333333333333,1906.6,5717,6,5,1983-04-01,2011-12-31,1961-01-01,2018-12-31,21184,10502
56883,师宗,云南,一般站,103.98333333333333,24.833333333333332,1844.2,5720,4,2,1961-01-01,2012-12-31,1959-04-01,2018-12-31,21825,18993
56885,弥勒,云南,一般站,103.45,24.4,1415.2,5727,6,5,1982-01-01,2003-04-30,1959-01-01,2018-12-31,21915,7790
56886,泸西,云南,基本站,103.76666666666667,24.533333333333335,1704.3,5730,2,2,1979-01-01,2018-12-31,1957-11-01,2018-12-31,22341,14610
56889,丘北,云南,一般站,104.18333333333334,24.05,1451.5,5733,4,3,1978-12-01,2001-12-31,1956-12-01,2018-12-31,22676,8432
56891,罗平,云南,一般站,104.31666666666666,24.983333333333334,1482.7,5740,7,6,1986-11-01,2017-06-30,1957-01-01,2018-12-31,22645,11200
56898,峨山,云南,一般站,102.4,24.183333333333334,1538.6,5745,7,4,1981-08-01,2012-12-31,1959-06-01,2018-12-31,21764,11476
56944,沧源,云南,一般站,99.26666666666667,23.15,1278.3,5750,2,2,1980-04-01,2018-12-31,1958-11-01,2018-12-31,21976,14154
56945,孟定,云南,,99.08333333333333,23.566666666666666,511.4,5753,3,3,1964-07-01,1990-12-31,1954-12-01,1990-12-31,13180,9680
56946,耿马,云南,基本站,99.4,23.55,1104.4,5755,4,2,1964-07-01,2002-11-30,1958-10-01,2018-12-31,22007,14032
56948,西盟,云南,一般站,99.45,22.733333333333334,1897.9,5760,5,3,1964-07-01,1999-12-31,1959-02-01,2018-12-31,21884,12967
56949,孟连,云南,一般站,99.61666666666666,22.333333333333332,950.0,5765,5,3,1964-07-01,1999-12-31,1958-11-01,2018-12-31,21976,12967
56950,双江,云南,基准站,99.8,23.466666666666665,1044.1,5772,5,5,1980-01-01,2018-12-31,1956-11-01,2018-12-31,22706,14245
56951,临沧,云南,基本站,100.08333333333333,23.883333333333333,1502.4,5777,5,5,1984-01-01,2018-12-31,1953-04-01,2018-12-31,24016,12784
56952,景谷,云南,一般站,100.7,23.5,913.2,5779,3,2,1964-07-01,2016-12-31,1956-12-01,2018-12-31,22676,19177
56954,澜沧,云南,基本站,99.93333333333334,22.566666666666666,1054.8,5783,3,3,1964-07-01,2018-12-31,1954-01-01,2018-12-31,23741,19907
56958,勐海,云南,一般站,100.41666666666667,21.916666666666668,1176.3,5784,3,1,1958-10-01,2014-12-31,1958-10-01,2018-12-31,22007,20546
56959,景洪,云南,基本站,100.78333333333333,22.0,582.0,5792,7,6,1998-07-01,2017-12-31,1953-08-01,2018-12-31,23894,7124
56961,宁洱,云南,一般站,101.28333333333333,23.033333333333335,1320.0,5794,4,1,1958-10-01,1983-12-31,1958-10-01,2018-12-31,22007,9223
56962,墨江,云南,一般站,101.71666666666667,23.433333333333334,1281.9,5800,6,3,1984-01-01,2002-12-31,1957-01-01,2018-12-31,22645,6940
56964,思茅,云南,基本站,100.96666666666667,22.783333333333335,1302.1,5808,5,5,1984-01-01,2018-12-31,1951-11-01,2018-12-31,24533,12784
56966,元江,云南,基准站,101.98333333333333,23.6,400.9,5814,6,6,1985-01-01,2018-12-31,1953-08-01,2018-12-31,23894,12418
56969,勐腊,云南,基准站,101.56666666666666,21.483333333333334,631.9,5817,5,3,1970-05-01,2011-12-31,1956-12-01,2018-12-31,22676,15220
56970,石屏,云南,一般站,102.48333333333333,23.7,1418.6,5822,4,3,1964-07-01,2002-11-30,1959-01-01,2018-12-31,21915,14032
56973,建水,云南,一般站,102.83333333333333,23.616666666666667,1308.8,5826,4,3,1964-07-01,2006-12-31,1957-01-01,2018-12-31,22645,15524
56975,红河,云南,一般站,102.43333333333334,23.366666666666667,974.5,5831,4,4,1979-01-01,2018-12-31,1958-10-01,2018-12-31,22007,14610
56976,元阳,云南,一般站,102.75,23.166666666666668,1542.6,5835,8,4,1981-01-01,1997-06-30,1957-12-01,2018-12-31,22311,6025
56977,江城,云南,基本站,102.13333333333334,22.516666666666666,1119.5,5842,6,3,1964-07-01,1983-12-31,1957-01-01,2018-12-31,22645,7123
56978,绿春,云南,一般站,102.41666666666667,23.0,1642.8,5851,6,6,1981-01-01,2018-12-31,1959-05-01,2018-12-31,21795,13879
56982,开远,云南,一般站,103.25,23.7,1050.9,5855,6,4,1964-07-01,1991-03-31,1954-06-01,2018-12-31,23590,9770
56984,个旧,云南,一般站,103.15,23.383333333333333,1692.1,5859,5,2,1964-07-01,1995-04-30,1957-07-01,2018-12-31,22464,11261
56985,蒙自,云南,基准站,103.38333333333334,23.383333333333333,1300.7,5868,8,6,1964-07-01,2015-12-31,1951-01-01,2018-12-31,24837,18811
56986,屏边,云南,基准站,103.68333333333334,22.983333333333334,1414.1,5875,5,5,1981-01-01,2018-12-31,1954-05-01,2018-12-31,23621,13879
56987,金平,云南,一般站,103.23333333333333,22.783333333333335,1260.0,5878,3,3,1979-01-01,2018-12-31,1956-12-01,2018-12-31,22676,14610
56989,河口,云南,一般站,103.95,22.5,136.7,5881,4,3,1964-07-01,2003-08-31,1953-07-01,2018-12-31,23925,14306
56991,砚山,云南,基本站,104.33333333333333,23.616666666666667,1561.1,5887,5,5,1979-01-01,2018-12-31,1958-01-01,2018-12-31,22280,14610
56992,西畴,云南,一般站,104.68333333333334,23.45,1473.5,5893,7,6,1984-01-01,2003-06-30,1958-12-01,2018-12-31,21946,7121
56994,文山,云南,一般站,104.25,23.383333333333333,1271.6,5896,3,2,1979-01-01,2011-12-31,1955-11-01,2018-12-31,23072,12053
56995,马关,云南,一般站,104.41666666666667,23.033333333333335,1332.9,5900,5,3,1979-01-01,2017-06-30,1958-11-01,2018-12-31,21976,14061
56996,麻栗坡,云南,一般站,104.7,23.133333333333333,1094.4,5905,4,3,1979-01-01,2003-12-31,1959-02-01,2018-12-31,21884,9131
57001,甘谷,甘肃,一般站,105.33333333333333,34.75,1271.4,5908,3,2,1965-01-01,2003-08-31,1955-11-01,2018-12-31,23072,14122
57002,秦安,甘肃,一般站,105.66666666666667,34.86666666666667,1222.5,5911,4,2,1971-08-01,2006-12-31,1959-01-01,2018-12-31,21915,12937
57003,陇县,陕西,基本站,106.83333333333333,34.9,924.2,5916,3,3,1980-01-01,2018-12-31,1957-10-01,2018-12-31,22372,14245
57004,武山,甘肃,一般站,104.88333333333334,34.733333333333334,1495.0,5918,3,2,1971-01-01,2003-08-31,1959-02-01,2018-12-31,21884,11931
57006,天水,甘肃,一般站,105.75,34.583333333333336,1141.7,5923,6,4,1955-01-01,2004-12-31,1951-01-01,2018-12-31,24837,18263
57007,礼县,甘肃,一般站,105.18333333333334,34.18333333333333,1403.8,5927,4,2,1959-08-01,1985-09-30,1956-12-01,2018-12-31,22676,9558
57008,西和,甘肃,一般站,105.3,34.03333333333333,1576.8,5930,2,1,1965-10-01,2008-11-30,1965-10-01,2018-12-31,19450,15767
57011,清水,甘肃,一般站,106.15,34.75,1377.9,5933,3,2,1964-11-01,2003-10-31,1959-03-01,2018-12-31,21856,14244
57012,张家川,甘肃,一般站,106.46666666666667,34.916666666666664,1880.0,5935,5,1,1956-11-01,1976-08-31,1956-11-01,2018-12-31,22706,7244
57014,麦积,甘肃,基本站,105.88333333333334,34.55,1083.4,5940,4,1,1964-07-01,1996-03-31,1964-07-01,2018-12-31,19907,11597
57016,宝鸡,陕西,一般站,107.13333333333334,34.35,612.4,5950,7,7,1978-08-01,2018-12-31,1951-09-01,2018-12-31,24594,14763
57019,秦岭,陕西,,106.91666666666667,34.25,1423.9,5952,2,2,1980-01-01,1990-12-31,1975-01-01,1990-12-31,5844,4018
57020,宝鸡县,陕西,一般站,107.4,34.36666666666667,563.0,5954,2,2,1978-09-01,2018-12-31,1973-10-01,2018-12-31,16528,14732
57021,千阳,陕西,一般站,107.13333333333334,34.65,751.6,5958,4,4,1991-01-01,2018-12-31,1960-01-01,2018-12-31,21550,10227
57022,麟游,陕西,一般站,107.78333333333333,34.68333333333333,1071.2,5962,5,4,1979-01-01,2001-12-31,1959-08-01,2018-12-31,21703,8401
57023,彬县,陕西,一般站,108.1,35.03333333333333,840.7,5967,5,4,1991-03-01,2013-12-31,1956-10-01,2018-12-31,22737,8342
57024,岐山,陕西,一般站,107.65,34.45,669.6,5974,6,6,1979-01-01,2018-11-30,1956-09-01,2018-11-30,22736,14579
57025,凤翔,陕西,基本站,107.38333333333334,34.516666666666666,781.1,5977,3,3,1980-01-01,2018-12-31,1958-12-01,2018-12-31,21946,14245
57026,扶风,陕西,一般站,107.9,34.4,582.7,5979,3,2,1962-10-01,1998-03-31,1958-12-01,2018-12-31,21946,12966
57027,眉县,陕西,一般站,107.73333333333333,34.266666666666666,517.6,5984,5,4,1981-01-01,2015-12-31,1958-11-01,2018-12-31,21976,12783
57028,太白,陕西,基本站,107.31666666666666,34.03333333333333,1543.1,5987,6,2,1962-01-01,2000-12-31,1956-10-01,2018-12-31,22737,14245
57029,礼泉,陕西,一般站,108.48333333333333,34.5,543.2,5993,3,2,1963-01-01,2017-11-30,1958-07-01,2018-12-31,22099,20058
57030,永寿,陕西,基本站,108.15,34.7,994.6,5996,4,2,1963-01-01,2017-11-30,1958-11-01,2018-12-31,21976,20058
57031,淳化,陕西,一般站,108.55,34.81666666666667,1012.7,6003,7,5,1979-05-01,2017-11-30,1958-10-01,2018-12-31,22007,14094
57032,周至,陕西,一般站,108.2,34.1,433.1,6009,7,4,1972-01-01,2008-12-31,1956-09-01,2018-12-31,22767,13515
57033,泾阳,陕西,一般站,108.81666666666666,34.55,427.4,6018,9,6,1979-02-01,2006-11-30,1954-05-01,2018-12-31,23621,10165
57034,武功,陕西,基本站,108.21666666666667,34.25,447.8,6027,7,6,1976-01-01,2014-12-31,1954-04-01,2018-12-31,23651,14245
57035,乾县,陕西,一般站,108.23333333333333,34.55,636.0,6031,6,3,1979-01-01,2004-04-30,1958-10-01,2018-12-31,22007,9252
57036,西安,陕西,,108.93333333333334,34.3,397.5,6042,8,8,1985-12-01,2013-12-31,1951-01-01,2013-12-31,23011,10258
57037,耀县,陕西,基本站,108.98333333333333,34.93333333333333,710.0,6044,3,2,1982-02-01,2017-11-30,1959-01-01,2018-12-31,21915,13087
57038,兴平,陕西,一般站,108.45,34.28333333333333,410.9,6051,9,6,1986-06-01,2017-11-30,1958-10-01,2018-12-31,22007,11506
57039,长安,陕西,一般站,108.91666666666667,34.15,438.0,6055,3,1,1959-01-01,2000-12-31,1959-01-01,2018-12-31,21915,15341
57040,高陵,陕西,一般站,109.08333333333333,34.516666666666666,377.6,6060,4,3,1978-01-01,2015-12-31,1970-01-01,2018-12-31,17897,13879
57041,三原,陕西,一般站,108.91666666666667,34.63333333333333,424.0,6065,6,4,2006-01-01,2017-11-30,1972-01-01,2018-12-31,17167,4352
57042,富平,陕西,一般站,109.18333333333334,34.78333333333333,470.9,6072,5,5,1980-10-01,2018-12-31,1960-01-01,2018-12-31,21550,13971
57043,大荔,陕西,一般站,109.96666666666667,34.8,351.4,6080,8,8,2001-01-01,2018-12-31,1955-09-01,2018-12-31,23133,6574
57044,临潼,陕西,一般站,109.23333333333333,34.4,425.2,6085,8,5,1973-01-01,2006-12-31,1958-12-01,2018-12-31,21946,12418
57045,渭南,陕西,一般站,109.48333333333333,34.516666666666666,349.8,6089,6,1,1959-01-01,2015-12-31,1959-01-01,2018-12-31,21915,20819
57046,华山,陕西,基准站,110.08333333333333,34.483333333333334,2064.9,6097,3,3,1963-01-01,2018-12-31,1952-08-01,2018-12-31,24259,20454
57047,蓝田,陕西,一般站,109.31666666666666,34.166666666666664,540.2,6101,4,4,1980-10-01,2018-12-31,1959-01-01,2018-12-31,21915,13971
57048,秦都,陕西,基本站,108.71666666666667,34.4,472.8,6104,3,3,1963-01-01,2018-12-31,1959-05-01,2018-12-31,21795,20454
57049,华县,陕西,基本站,109.73333333333333,34.516666666666666,341.5,6109,5,5,1980-08-01,2018-12-31,1960-04-01,2018-12-31,21459,14032
57051,三门峡,河南,基本站,111.2,34.8,409.9,6112,3,3,1993-01-01,2018-12-31,1957-01-01,2018-12-31,22645,9496
57052,永济,山西,基本站,110.45,34.88333333333333,354.1,6114,2,2,1976-05-01,2018-12-31,1972-01-01,2018-12-31,17167,15585
57053,芮城,山西,一般站,110.71666666666667,34.7,505.7,6117,3,3,1978-01-01,2018-12-31,1960-01-01,2018-12-31,21550,14975
57054,潼关,陕西,一般站,110.23333333333333,34.55,556.3,6124,11,7,1980-10-01,2017-11-30,1956-12-01,2018-12-31,22676,13575
57055,华阴,陕西,一般站,110.08333333333333,34.55,351.3,6130,3,2,1980-10-01,2014-12-31,1970-01-01,2018-12-31,17897,12510
57056,灵宝,河南,一般站,110.85,34.53333333333333,474.0,6134,5,3,1983-01-01,2005-12-31,1957-01-01,2018-12-31,22645,8401
57057,洛南,陕西,一般站,110.15,34.1,963.4,6140,4,4,1991-01-01,2018-12-31,1957-10-01,2018-12-31,22372,10227
57060,夏县,山西,一般站,111.23333333333333,35.166666666666664,402.9,6142,2,1,1977-11-01,2017-12-31,1974-01-01,2018-12-31,16436,14671
57061,平陆,山西,一般站,111.2,34.833333333333336,410.7,6146,4,3,1993-01-01,2017-12-31,1959-01-01,2018-12-31,21915,9131
